"lemm_gtv_grady_412","lemm_gtv_m012_408","sub"
0.0624647146501788,-0.0369590940039984,2009915
-0.185736176211578,-0.0315240751919334,2010259
-0.883859685010201,-0.283658152299728,2010554
-0.555089466086657,-0.154145190808883,2026671
0.0665565187441381,-0.192012519761852,2033049
-9.9667430785809,0.0418045959249736,2034136
5.39988024541393,-0.16831996503141,2040495
0.799918890183347,0.0642257889245067,2047354
-0.0613447852253891,-0.172547142213005,2051378
-0.0421358686908982,0.0907513766917156,2055667
-0.0288982704970863,-0.170064711224101,2057358
-0.131436669384133,-0.1049492257211,2059713
-0.686869744963942,-0.202042646351071,2069079
-0.0018251413430832,-0.0258245437431716,2070958
-0.0734540885520294,-0.112309529538755,2072215
-0.0182685058705391,0.192516734479033,2075832
0.103191216257737,-0.0972639557789831,2075846
-0.0504426901679311,0.0266961646849056,2076301
0.0472978879209197,-0.0198414280440958,2078198
-0.0378811101141025,-0.160523785244324,2078899
-0.0712841160817816,0.425597589415648,2085349
1.19227798736417,0.840486284806175,2086044
-0.00539254470606789,0.0792556695291755,2091555
0.00293369689219688,-0.312808376049383,2092954
-0.0207796788238373,-0.00687366517328914,2096627
-0.132675616152268,0.828407615742434,2100050
-0.059607077606342,0.0255251099776328,2108003
-0.114524979738902,-0.0818730175247276,2109902
-2.19185205166925,-0.778983850673252,2110540
-0.0995033116142462,0.0920779139718557,2116787
-0.184439524957679,0.400890620331493,2119177
2.54011866072589,-0.0590640713522682,2131601
-0.126248011783232,0.065309922741839,2132424
-0.0648757665690407,-0.100059486820538,2132982
-0.0627780297186818,0.0119369192464811,2133204
-0.384237106411944,-0.0598431859024093,2133380
-0.359408316942877,0.317386424916922,2134220
-0.0823527542320686,-0.0847109638230725,2135748
-0.178654168797966,0.0976290631971525,2137799
-0.133898733533737,-0.104210056242647,2138375
0.784866487454339,-0.298791872269286,2138678
0.591806267212269,-1.64373265734292,2139733
-1.08992452355105,-0.208996032812222,2141116
0.0625484223661748,-1.17781607469682,2144796
-0.314927465122596,-0.0403522476096208,2145166
0.0952708810825338,-0.220001073196972,2145694
-0.0187805195633378,-0.273783578327036,2146138
0.0522112710002486,-0.103974243960807,2151024
0.108773209554485,-0.0815090454277014,215131
-0.101390723253314,-0.00486768926667396,2152442
-0.135084142964161,-0.279378641675444,2157529
0.0791960827798043,-0.103477594894999,2158101
-0.690412164903991,0.0995491564433094,2158329
-0.196203808370508,-0.0549457426419262,2168082
0.307119076751876,-0.90305598743417,2172217
-0.26886158203914,-0.137890406016517,2176530
-0.204079389893525,0.043135352698953,2176784
-0.240762866651983,0.0107757696971884,2181724
0.275628748463507,-0.0601946050618582,2183291
0.0275535194625037,-0.123350337462895,2183356
-0.148173904027503,-0.0693142682476149,2185290
0.0893288195960737,-0.234879405424789,2186951
-0.114700458414197,-0.118814497044561,2196212
0.0439118182440204,-0.843367502782612,2199403
-0.227960155400962,0.302141302094777,2200416
-0.159557719264349,-0.140610352522824,2200813
-0.162743012863077,-0.0944224523239003,2205389
0.0123426111116655,-0.134484626672037,2212664
-0.0311182432561255,0.0220785745669251,2217034
0.514748924099143,-0.296967843460529,2218615
-1.37659561796653,-0.0601662988595297,2219842
-2.11328609852478,0.0747145936016762,2224150
-0.121856384115403,-0.0115387615816556,2228399
-0.0663309656045708,-0.130831384082308,2228400
-0.0352350168896037,-0.0676493070306769,2234271
-0.0373299083596822,0.202287626816593,2234422
-0.06102537709598,-0.343027759760805,2237571
0.175135390959628,-0.279607545995949,2244172
-0.00910338213395074,-0.0864394760136451,2247869
-0.31713173365669,0.122072900367439,2250648
-0.140133449240897,0.0935269009720052,2250836
0.348377504265984,-0.0960556687751887,2267382
-0.0526539561108183,-0.117366829020445,2269346
0.084033977214144,1.0580212700517,2271329
-0.0796016820547211,-0.205146901349102,2274521
0.0195269346905445,-0.103420484247862,2276121
-0.761845927426093,6.54574243560814,2278618
-0.0260604646636216,-0.073610729272795,2285214
0.0232807517630918,-0.0993406877039713,2286108
2.65652468144824,1.39417343543027,2293123
0.0617537596925693,-0.0687233606803309,2294852
-0.0728295040219723,-1.40468993577323,2294873
1.83290327662523,-0.23970830481145,2296332
-0.194240153618797,-0.474692450480834,2305114
-0.363303253715137,-0.0064079827281516,2305115
0.235194379476125,-0.129289501836595,2306459
0.679157902578826,-0.0774653997870037,2306893
0.0756184924642086,-0.113409357154049,2317120
-0.00691142446722573,-0.25314966560588,2319068
-0.125408442388781,-0.062257311414389,2321962
0.111394421954673,-0.0628327625115418,2331869
-0.0919273918228411,-0.0398122236579072,2336735
0.721318263551214,0.164665019547358,2339674
-0.0648022196939844,-0.0766859707380622,2340155
-0.165271457608569,-0.0660153690316634,2340322
0.00457971134536932,0.0793698245096487,2350037
-0.0714138935667311,0.451530341915208,2352038
0.397633088446041,-0.0627624463926775,2359944
-0.068472287392869,-0.242009973410747,2381907
-0.501485572307129,-0.0428927352677755,2393207
0.375531066155025,-0.0253892191125539,2395415
-0.13101215469179,-0.109433544087506,2395943
0.0236809017126997,-0.103734474526419,2401405
-0.0962297457109786,-0.0867781325016102,2405144
-1.70931775390169,-0.0164600927113352,2414406
0.00410921271068591,-0.104576687031842,2419459
-0.0917241706555383,-0.0482752571675558,2425694
0.263238951136235,0.157836998663863,2426863
-0.726479986023685,-0.0406451870055417,2430773
-0.0550026002437374,-0.100325115771101,2439458
0.373774179115902,0.317910804391342,2443354
0.580406879936487,-0.0874888521349566,2445526
0.0798923785610964,0.117817367117885,2448298
0.24764413821122,-0.0472738938637343,2453577
1.65346228374999,-0.226658276394382,2474709
0.0630758707176775,-0.0245029418994877,2480056
-0.0539868834799015,-0.116662766261496,2480330
1.30193443761182,-0.14874413800785,2487135
2.91014475798651,-0.0780695414008995,2488660
-0.128491518502416,-0.072685938449814,2490180
-0.132918184146943,-0.138098270372897,2493534
1.58110273083655,-1.71329759524863,2498991
-0.112294062093426,-1.28473086073014,2500377
-0.413584875942923,-0.235772067661041,2504802
-0.173281348118015,11.1230613380812,2510402
0.816295508870499,-0.103599326052592,2520618
0.124579307377992,-0.0529332854746912,2559453
0.171607632861048,0.0464138265044145,277752
-0.16128962144788,-0.136349023760834,308862
-0.112503515981072,-0.552673907318075,58325
-0.406814913473176,0.464457695231495,92173
-0.016384115823389,0.119774106290439,923666
0.0294613279788907,-0.0425557309775313,965005
0.170979116073841,-0.0591370524837776,983079
