"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_238","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_233","sub"
0.0978428573732,0.116816211866537,2200813
0.55397124466042,-0.410096325064745,2205389
0.244108512421921,1.66152533749643,2212664
0.892191587790386,0.654486950348579,2217034
1.55850051522603,-0.867293285444825,2218615
0.0341174095429077,-0.543165097765292,2219842
0.380290766204885,-0.849401335812765,2224150
0.614254216319885,0.359684600384791,2228399
0.379372187163722,-0.397440269456343,2228400
0.874439830623234,0.561649647267086,2234271
1.20809717776146,-0.197659575774946,2234422
0.321717326791112,-0.168557500661816,2237571
0.220442294381126,5.65591948901142,2247869
0.678246418686518,-0.858980277883486,2250648
0.664192133467374,-0.334953650833695,2250836
-0.572741142939087,-0.0177978191750199,2267382
-0.554549776784125,0.320107210411787,2269346
0.638422812892027,-0.168690772899696,2271329
0.0517302743681936,0.272310371895356,2274521
0.775650238127929,-0.6894062341262,2276121
-1.49522190199593,-0.0413422601536374,2278618
0.0258761755592069,-0.179102728420312,2285214
0.161926689062088,-0.0950988981916678,2286108
-1.11377935474075,-0.493574789783481,2293123
-0.145948527859533,2.72352610437564,2294852
1.10781716062403,0.666766982278882,2294873
-1.35048296710941,-0.574485420314693,2296332
1.12079623177401,0.0062383370081816,2305114
0.0804454575563461,0.283942918608188,2305115
0.230487748429519,-0.647122841807102,2306459
0.608815799927144,2.58174953071278,2306893
-0.0466849050062351,4.51212492443919,2317120
0.214577921232706,-0.264368432595442,2319068
0.826758945515165,-0.632372861578269,2321962
0.00227139316652217,0.01951757222306,2331869
0.696912010658781,-0.858439059444317,2336735
0.57505219617078,-0.401329253360825,2339674
-0.536978454121431,-0.513628738257469,2340155
-0.0539532846545719,-0.710140613548291,2340322
-1.12253354990278,0.186753165783317,2350037
0.278512801870621,-0.0527456513953535,2352038
-0.28429148254021,-0.0725834870779488,2359944
-0.500860242124483,0.264913194096604,2381907
0.484347556290358,-0.372437408904355,2393207
-0.849177426428635,-0.203077992376456,2395415
-0.172928101220269,0.189897419866426,2395943
-0.241096838116887,-0.53852372964505,2401405
0.0116515989999467,-0.313997481246495,2405144
0.478050439116488,-0.204834798776492,2414406
0.999836368273819,0.850388643007187,2419459
-0.0405840810439489,-0.438796011190178,2425694
-0.0191089634948605,0.170837035746865,2426863
1.03610800836486,-0.595762829560334,2430773
0.57936847747545,1.20527138658997,2439458
-0.138061206091463,0.600869967319543,2443354
-0.402451184545439,0.0285963919845583,2445526
0.808797219469788,-0.947707497506672,2448298
-0.495339630819449,1.12032651396516,2453577
0.397749560692475,-0.143705408529161,2474709
1.12391651432815,0.469891899819635,2480056
-2.17174510260796,2.83392727526535,2480330
-0.361192735094826,0.222792351219191,2487135
-0.537474813275356,0.00613941460494895,2488660
-0.322812345491299,-0.774097954149633,2490180
-0.963984415604796,-0.185256362980798,2493534
0.00232179013133629,-1.24112772595257,2498991
0.0290297628210437,0.455708070560909,2500377
2.08647338031059,2.25709439736443,2504802
-0.0530735594049723,0.966595566675709,2510402
0.0727384940702136,-0.370767826364121,2520618
0.72540106259657,-0.87713920907857,2559453
2.79262300139201,-0.367220088568396,277752
0.689387390267028,-0.0214976469355107,308862
-0.0330470009792891,-0.540724930723973,58325
-0.226861427842154,-0.390299868897572,92173
-0.490398507537422,-0.08400013683028,923666
0.509334015772506,1.49549659168279,965005
