"lemd_prg_lbp.3D.m2_firstorder_Maximum_241","lemd_prg_wavelet.HHL_firstorder_Skewness_238","lemd_prg_lbp.3D.k_glszm_LargeAreaEmphasis_231","sub"
-0.542270040178927,-0.404122784330378,0.650273453351998,2183356
-0.542270040178927,-0.349783421069624,0.297217344710277,2131601
1.81494172753111,0.789704697575451,-0.18613144427033,2152442
-0.476656442192434,0.309399724911314,-0.164467510335636,2306893
1.68128016781297,-0.547075108393704,-0.281424766793948,2009915
-0.316583741671341,0.111082763473906,-0.27922202934806,58325
-0.476656442192434,-0.502350533183157,-0.342637696264703,2395943
-0.542270040178927,1.46614605471199,-0.396004812030478,2480330
-0.383913719520135,-0.118264674786026,-0.264950100299793,2076301
1.64815241739604,-0.177123299399438,-0.278518714485258,2205389
-0.476656442192434,-0.456024534595671,-0.336827604475999,1975401
0.215182633863792,0.294177602343767,-0.300426126175071,2250648
-0.542270040178927,0.202002736825439,2.21956899818428,2185290
3.45540462605358,-0.792736881497874,-0.171991683000162,2091555
-0.542270040178927,-0.907946330902767,-0.35412177850441,1232870
-0.542270040178927,-0.153309655982419,0.0218303852308459,2139733
1.89389774342402,4.43947824625281,-0.132958500490673,2559453
1.3048553977646,-1.2016893566659,0.0400241005399708,1938156
-0.542270040178927,-0.892049249477552,-0.212402742496878,2158101
2.15926454834774,2.33355393493924,0.134311254279004,2199403
-0.476656442192434,0.334858731010183,-0.0318279004285479,2430773
-0.542270040178927,-0.11204376064774,-0.277180617240276,1738800
0.457232666807361,0.0893138257602453,-0.122440367204003,1565177
-0.308711869127038,-0.326897919665509,-0.0927197798258662,1978972
-0.542270040178927,-0.572439627940359,-0.356348085211248,2487135
3.46857346969419,-0.259802524140269,-0.295087602148254,1612262
-0.542270040178927,-0.325045287036794,-0.323560166783908,2051378
0.544162305011239,-0.836528725385424,0.05948778266586,1497807
-3.45244827264834,0.17562611453681,-0.189715542163943,2026671
0.80485442018784,0.436181568583719,-0.044367681709125,2340322
0.847340836965776,-1.43869266368835,0.470045767827246,2293123
-0.542270040178927,0.692390334779028,-0.246624442266563,2395415
0.60678668807926,-0.0466423162054817,-0.0890427289764322,1966316
-0.542270040178927,1.33001210139466,-0.312677197323581,1973544
0.949728215489959,0.056622348280443,-0.388768505381411,2010259
-0.542270040178927,-0.442263640157665,-0.229440345555938,2145694
-0.476656442192434,-0.23748586584033,-0.214644897389181,965005
-0.542270040178927,-0.939784342418105,2.25487857697659,2096627
-0.542270040178927,2.17726428824566,-0.276493705292265,2047354
-0.542270040178927,0.296261415420765,-0.306327078862295,1364384
0.893081305463707,-0.302697870696182,-0.271504253014413,2132982
-0.476656442192434,-0.382843286738458,-0.367010069965743,2134220
-0.280252491899309,0.503724685531341,-0.0463988089790679,1889409
-0.234269392306282,0.318449589397113,0.307632445582334,1938561
-0.512021158959653,0.11698288330991,-0.277149727950248,2055667
-0.542270040178927,-0.875079831712269,-0.240943640366166,2176784
1.30489591617235,1.15622333856868,-0.296555226063127,923666
1.27243185046153,2.89801832771482,2.11299199538841,2086044
1.64882015990312,-0.409252229693805,0.249251404369885,2078198
-0.542270040178927,-0.786143251941925,-0.30797253492945,1501387
-0.542270040178927,-0.486134268241772,-0.25701324100948,1518948
-0.0817081166690845,-1.03977907597028,0.271568025089691,1606693
-0.384861371907707,-1.25331998540742,-0.287332655023134,2305115
2.84559024115311,0.592745405437864,-0.308398468606711,2237571
-0.542270040178927,0.25478367247986,-0.308040626876596,2285214
0.300894102480113,-0.000407275383504093,0.337276363617814,2426863
-0.139249871941717,1.26046666293389,-0.363380988498637,2480056
-0.542270040178927,-0.548823765892171,0.0647426474064838,1668599
-0.542270040178927,-0.010670275898214,-0.303580087183447,2339674
0.274998403905347,-0.444898534545423,-0.0462594449844512,2133204
1.46766308101359,1.76124260860382,-0.284142603190022,2294852
-0.542270040178927,1.42473659728328,-0.233021102265534,2445526
-0.542270040178927,-0.307738764346509,-0.238825800496669,2200416
-3.0626818815397,-0.146842265795421,4.90600134647002,2168082
-0.476656442192434,0.356860426118595,-0.263414864042943,2075846
1.73786370995165,-0.910913298882144,-0.23121748944294,215131
0.554979042118957,0.372651624711387,-0.330362056405183,2274521
0.472592392313734,1.01198221936266,-0.358182174401537,277752
-0.384861371907707,0.0603140020917227,-0.299680149764804,2078899
0.948625877217873,-0.464612156700106,0.0149548608770984,2172217
-0.493753882285226,-0.568283392309051,-0.299793137650606,1614566
-0.542270040178927,-0.524984434256291,-0.308838638840926,2100050
-0.347469979577464,0.0884103888201507,-0.164661929621467,2183291
0.737242667756273,0.894900681321214,-0.379013611590114,2336735
-0.542270040178927,-0.0698815059994069,-0.21322212885286,2352038
1.5304643045332,-0.216479971595193,0.224364879318473,2305114
-0.476656442192434,0.234012930276068,-0.160769194249396,2448298
-0.542270040178927,-0.674925457117083,-0.308971461723643,1329352
-0.542270040178927,1.2949374238413,-0.307914049611177,1183075
1.01645344052969,-1.13861525251575,0.085854310727551,2110540
-0.542270040178927,-0.201785465135238,0.195906311988075,2070958
-0.507674552283626,0.365178733141184,-0.253346465394737,2340155
0.417851224030162,-0.315599268121086,0.241814409100313,2075832
-0.542270040178927,0.729001715469143,-0.409263995973321,2498991
-0.542270040178927,-0.468777966155158,-0.303450406841513,1919296
-0.476656442192434,-0.554990614724221,-0.270039249110061,2401405
-0.278993468499643,-0.0601714026046218,-0.224506193539595,1644034
-0.364897154097486,-0.376456048618332,-0.305759532789582,2405144
0.77588689202782,0.204929642996522,9.83430357946879,2158329
-0.384861371907707,0.0159705260018139,0.0580509075356988,2319068
-0.476656442192434,-0.183517088856574,-0.233727757775672,2504802
-0.384861371907707,-0.0899246735266267,2.70469699087771,2331869
2.63782209814743,1.42713625002778,-0.364986738855015,2317120
-0.542270040178927,-0.518717686992251,-0.324766330254355,2072215
2.39851691189815,-0.352433937951083,-0.311134744281564,2228400
-0.542270040178927,0.00285630804730877,-0.271315108570564,2145166
0.031477705550152,0.270289809708141,-0.3781870352568,1692385
0.963314943205297,0.348931920625886,-0.182268621613779,2109902
1.2619068075775,-0.353216320227764,-0.286599499688329,2219842
-0.541482838015685,0.722027421805759,0.105012273182917,2520618
0.271530636572153,-0.95977536733859,-0.0126739349779342,2419459
2.9995496178859,0.321952866474426,-0.323228297715087,2276121
-0.542270040178927,-0.0737455136670879,-0.306523901752356,2350037
0.226674932557145,-0.0953373114157978,-0.242664728304232,2001182
-0.542270040178927,3.73227349357878,-0.105768868974924,2278618
0.553587110984157,-0.0343049203238467,-0.272521279732668,1740845
-0.476656442192434,-0.321853155670827,-0.264678851994084,2321962
-0.542270040178927,0.313078017212365,-0.324595671965433,2212664
-0.542270040178927,-0.543122927569375,-0.411920249681733,2453577
-0.542270040178927,1.13180732898465,1.20183149620261,2224150
1.77205087416049,0.0450368996768854,-0.339795407933298,1967281
-0.542270040178927,0.604056142209864,-0.238875537735412,1742294
-0.476656442192434,-0.381096049864151,-0.372546921884371,2488660
0.502919348596885,-0.19121190125113,-0.054324946362737,2085349
-0.542270040178927,0.0386185406681925,-0.291423849281873,2247869
0.105568396367146,-0.214696128844417,-0.333416786404683,2157529
-0.542270040178927,-0.296084254977879,-0.0149033453951334,2119177
1.0280756227576,2.85524999112426,-0.310694596393062,2010554
-0.542270040178927,1.2618631517906,-0.398886371690349,2493534
-0.272091528644169,-0.23599461450045,-0.27068000558004,2200813
-0.384861371907707,-0.346056885594445,-0.258616506985063,2116787
-3.89647650632596,0.0125967676754637,-0.37151575662661,1154608
0.525519189903971,-0.57580972210806,1.25356112013933,2267382
-0.542270040178927,1.02034574987165,0.921225543343971,1181124
-0.476656442192434,2.49631272584583,-0.277520289738411,2137799
-0.542270040178927,-0.340210407158482,-0.234156952411293,1458656
-0.27066905455406,1.39359143383271,-0.0976955360931787,2269346
-0.492468863390042,-0.469620377198996,-0.0963686600780169,2092954
1.04420528822129,0.390390309420456,-0.0171959061519928,2007309
-0.542270040178927,-0.579815149238937,0.303913410792392,1671370
