"letd_ptv_original_shape_Flatness_247","letd_ptv_log.sigma.3.0.mm.3D_glcm_Correlation_226","sub"
-0.775334623055316,1.33714655088022,2405144
-0.0607410324197434,-0.0748119943136216,2158329
-1.78513169195303,-0.560921209214972,2319068
0.553620688389585,2.90666893614183,2504802
0.655785821161443,0.14896660765187,2331869
-0.215004847354494,0.0663345866865993,2317120
1.15356922590114,-0.903677314221304,2072215
1.46233860506502,-0.904617897167459,2228400
-0.0259589855115062,-0.7138879179436,2145166
1.93128824233448,0.961200380932339,1692385
-0.89726619035983,1.73208507254431,2109902
-0.284114089007497,0.998049578678748,2219842
-0.2427533133616,0.104206977586864,2520618
-0.379067471402828,1.55499997639986,2419459
1.26867624744664,-0.00508071316729333,2276121
-0.432706719320273,2.96061380827919,2350037
-2.3977514424493,0.0930571759449356,2001182
-2.99389955093575,-0.889694190296595,2278618
-1.12127748467446,1.58803134837649,1740845
-0.442686692607712,0.580362969454018,2321962
-0.629499851450245,-1.48306244537224,2212664
-1.37557520919873,-0.649311010909079,2453577
0.650668159954516,0.559732768408612,2224150
-0.136431847494592,-0.738402653826875,1967281
-0.163342189334011,-0.464146435470919,1742294
1.45003838741418,-0.183638086745288,2488660
-1.39099626725277,0.359984011126796,2085349
0.9163464400881,0.136636365037087,2247869
1.37621133165217,-0.740797557409082,2157529
0.0204619924316677,0.506944710071531,2119177
0.156171530502399,0.711645264174606,2010554
-2.11255648437511,0.149435980241943,2493534
-0.564777855858693,1.86735101036592,2200813
0.919645643808531,-0.647833293453931,2116787
-1.35388644324015,-0.445885392997223,1154608
0.312902379814171,0.580237077291592,2267382
0.850861235677047,0.357375787260789,1181124
0.193508541379725,-0.246304292835769,2137799
-1.3372642430695,0.143592575581003,1458656
0.676179616276777,0.552723324236054,2269346
-1.12588122478321,-0.416698935421524,2092954
0.519197808395518,0.527952476309047,2007309
-0.203144549079868,0.853014411651293,1671370
