"mkm10d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm10d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_238","sub"
-0.0478394481944966,-0.126457703984115,2010554
-0.0897168402217141,-0.109892118017404,2026671
-0.140342215454688,-0.125136307584719,2033049
-0.17606270836226,-0.217016990357962,2034136
-0.105265918357682,-0.173228774688277,2040495
-0.00348056753136574,-0.140306638404874,2047354
-0.147796333582874,-0.211545083451363,2051378
0.114531297279604,-0.206325741698937,2055667
-0.161217140333582,-0.210017019676429,2057358
-0.156396626133566,-0.196811713663186,2059713
-0.0969990348227548,-0.178574460006077,2069079
-0.144067232396465,-0.204805415668393,2070958
-0.141314777286407,-0.208071260756991,2072215
-0.149103543966694,-0.181504543629144,2075832
-0.166177208619787,-0.215206350487024,2075846
-0.140893735112402,-0.210570743492475,2076301
-0.151113841053947,-0.175833721548306,2078198
-0.172521024118112,-0.206551052056928,2078899
-0.147554533989568,-0.168160624824567,2085349
-0.128415496047342,-0.142036863289157,2086044
-0.156495093830723,-0.205468053894354,2091555
-0.147465900804662,-0.154254908341537,2092954
-0.161355519805472,-0.123922561182058,2096627
-0.109817428123594,-0.197386254277216,2100050
0.422550994001811,1.83167822360181,2108003
-0.156926764469076,-0.20312569258399,2109902
-0.127358620622998,-0.164168758713348,2110540
-0.166787464107163,-0.215941500493388,2116787
0.0352869267113153,1.61928404423223,2119177
-0.1368066530845,-0.182740756524256,2131601
-0.13010235346263,-0.202812529838588,2132424
-0.175582361028736,-0.213929412470486,2132982
-0.162453868926569,-0.195946679739148,2133204
-0.144335973403599,-0.205986803014502,2133380
-0.161860596227609,-0.209102708717387,2134220
0.251631684888054,1.76580210723801,2135748
-0.135809988725635,-0.12160312235825,2137799
-0.165636710434722,-0.213759468094623,2138375
-0.164286852758256,-0.203401835053457,2138678
-0.0902870874757588,-0.0494898752492783,2139733
-0.138560856115716,-0.201908766505063,2141116
-0.103668127490815,-0.197148556619457,2144796
-0.0933546459793093,-0.1896434571987,2145166
-0.145262847878886,-0.207647090946204,2145694
-0.135047791223583,-0.111020812052256,2146138
-0.162066204270526,-0.200233399968408,2151024
-0.149955533542933,-0.210951352418515,215131
-0.070762844967914,-0.181262455629305,2152442
-0.0937604266903279,-0.184536838031951,2157529
-0.0916607634011928,-0.0368995541977388,2158101
-0.152705905171034,-0.205933027865639,2158329
-0.0873434816964319,-0.156120457802845,2168082
-0.129785245469915,-0.201095275635825,2172217
-0.141750816872244,-0.209522867160816,2176530
-0.035182116208789,-0.181750725022651,2176784
-0.111229965174357,0.193634374898531,2181724
0.140118947637425,0.0871615597270962,2183291
-0.163471963510861,-0.215250442887341,2183356
-0.137101133667579,-0.207162923671091,2185290
0.222799615876261,0.460200576497306,2186951
-0.171648015652443,-0.213251733267152,2196212
-0.0322130955751911,0.724307806759782,2199403
-0.122056938984468,-0.205434749775378,2200416
-0.147095882089585,-0.204168271970352,2200813
-0.16027920859032,-0.203983273856179,2205389
-0.155294958867342,-0.210928253578941,2212664
-0.154414403139573,-0.201683336131254,2217034
-0.10956345053396,-0.199818170145512,2218615
-0.0170058905146055,0.402927348709904,2219842
-0.0092913894527438,0.00098314732348176,2224150
-0.0650245088569957,-0.0896119469970528,2228399
-0.122525866549289,-0.186815596241031,2228400
-0.154282281165548,-0.211162829948385,2234271
-0.15471741059249,-0.207616579166733,2234422
-0.160288479584457,-0.211924170609161,2237571
-0.15201154955946,-0.192067571329301,2244172
-0.146492040963434,-0.200422237454406,2247869
-0.115960026278948,-0.197464102967232,2250648
-0.165422323756194,-0.214340532950407,2250836
-0.154052299680831,-0.202892856646801,2267382
-0.114047281259117,-0.178495511051858,2269346
-0.149027308527107,-0.209901727173843,2271329
-0.164492471011743,-0.214894891867135,2274521
-0.170023275236363,-0.198360499874822,2276121
-0.13024921674829,-0.189281933038133,2278618
-0.159953034373052,-0.139593933742865,2285214
-0.173740817040097,-0.178995676773188,2286108
1.39101817649326,8.64939705960745,2293123
-0.177705022175627,-0.21830481800346,2294852
1.69897025991119,2.91048641055301,2294873
0.0347886193113247,-0.177843272673116,2296332
-0.146710502622479,-0.210199592791399,2305114
-0.16250524818919,-0.213264275789296,2305115
-0.0859791492267889,-0.19325681598516,2306459
-0.153998719773936,-0.212430862550064,2306893
-0.179667297278501,-0.179299800419621,2317120
-0.176023633452207,-0.202777488836817,2319068
-0.171440170234235,-0.213326471299064,2321962
-0.0345311411528886,-0.179112195250732,2331869
-0.109776270021058,-0.20058277260147,2336735
-0.17265761127132,-0.202163053866643,2339674
-0.16351648083228,-0.210849089149391,2340155
0.0145695619214604,-0.0285470552204906,2340322
-0.153525963408016,-0.197956858498893,2350037
-0.152514733940035,-0.21075690880433,2352038
-0.132162293449136,-0.204713217919638,2359944
-0.165588155455348,-0.214188636336008,2381907
-0.169354886233964,-0.205487746328033,2393207
-0.169292166194323,-0.204430957479217,2395415
-0.164789264020266,-0.1584349454366,2395943
-0.166301070768067,-0.216133642609917,2401405
-0.172942175057452,-0.216628343607393,2405144
0.0918672212377503,0.64517667440461,2414406
-0.127330641417078,-0.182350259319943,2419459
-0.165766642694357,-0.214434800227705,2425694
-0.175823552539333,-0.218458438031712,2426863
-0.130236901249074,-0.20468686057123,2430773
0.459792785102538,-0.0402876913272216,2439458
-0.0244604787894411,-0.0857932823907745,2443354
0.0495648326084593,-0.170461809565746,2445526
-0.152116778571625,-0.212457608955974,2448298
-0.150312326403485,-0.210221912982575,2453577
-0.131485898243023,-0.205794994228524,2474709
-0.139410596509152,-0.202933449512781,2480056
-0.170953973861373,-0.207888535974669,2480330
-0.128456652362862,-0.0664173886227444,2487135
0.568213240053635,0.0922153312584993,2488660
-0.150479086949535,-0.21176669801179,2490180
-0.172537356185017,-0.216335909348197,2493534
-0.0726003866124273,-0.175185523863326,2498991
-0.160814986760219,-0.198374918408215,2500377
-0.0812424572754215,-0.168193267181659,2504802
-0.155618178275447,-0.214640364513471,2510402
12.8556750912885,9.48286210195943,2520618
-0.172706800321668,-0.216620205511879,2559453
-0.0356743554806462,-0.135643990114702,277752
-0.139814181660253,-0.17481817255384,308862
-0.172088031760233,-0.210272468766165,58325
-0.172299762938041,-0.158671547177088,92173
-0.156784071884416,-0.213855222962194,923666
-0.161956355615108,-0.21366617535107,965005
-0.094762148616649,-0.179763825541484,983079
