"mkm10d_ctvper_wavelet.LHH_glcm_ClusterShade_246","mkm10d_ctvper_lbp.3D.m2_firstorder_Range_228","sub"
-0.18340942897587,-0.203982438764453,215131
-0.00909282651361295,-1.1062831982355,2152442
-0.0298728365870677,-0.240312291987729,2157529
-0.242517475755303,0.0386104775130134,2158101
3.23004002334086,-0.563123112248217,2158329
-0.207655479797656,-9.7749909285997,2168082
0.13320852818188,0.403215738521044,2172217
0.211092028570018,-0.223996561585259,2176530
-3.81988776622221,0.916946951856051,2176784
-0.0997011367989602,-0.58140802507377,2181724
0.03573436246119,0.302664096461042,2183291
-0.102052969253368,-0.120918583916346,2183356
-0.184878815912624,0.518970542293535,2185290
-0.166219191728852,-0.172819156825805,2186951
0.00394985819777841,0.518970542293535,2196212
0.563414943782236,0.303586299693095,2199403
-0.291664537225309,0.518970542293535,2200416
-0.19029015997817,0.518970542293535,2200813
0.614537024874502,-0.339857414482401,2205389
-0.0611747379242968,-1.07704370096287,2212664
-0.151117733263441,0.00553155414141057,2217034
0.336346024824883,-0.840475190220739,2218615
-0.986264360465414,0.740420752086115,2219842
-0.317833507760569,-0.383738583038602,2224150
-0.167486089368908,-0.784200006925522,2228399
-0.0551175391113542,0.0510999696274343,2228400
-0.161885111500587,0.518970542293535,2234271
0.00349053068496488,0.518970542293535,2234422
-2.39218853832665,-0.339857414482401,2237571
0.179116800978043,-0.260420116895857,2244172
-0.15417188133989,-0.570945998900708,2247869
-0.160328946455834,-1.66992790677126,2250648
-0.238294642827657,0.154492403858389,2250836
-0.172741896324526,0.518970542293535,2267382
0.0799395277268973,0.506927276778099,2269346
0.337198146610172,-0.352512852832186,2271329
0.0803487012944957,-0.17684596098668,2274521
0.130073128473607,-0.16986694762468,2276121
-0.222177261310817,0.517669271790217,2278618
-0.26577346299471,0.518970542293535,2285214
-0.180469463474321,0.518970542293535,2286108
-0.142900714028857,-0.0864593335231894,2293123
-0.283286832595134,0.276744248128624,2294852
-0.0499417534877753,-0.758904897151871,2294873
-0.114345527496226,0.518970542293535,2296332
-0.139239967966264,0.518970542293535,2305114
-0.0895754362131862,0.370160766370932,2305115
-0.210654875877746,-0.181481229644596,2306459
-0.0852388852424891,0.393860159250964,2306893
0.214094951928301,0.539033321309487,2317120
-0.217647457231474,1.61806136043093,2319068
-0.107914914547116,-1.00928151630465,2321962
-0.172259004715876,0.755989270009903,2331869
-0.0793003222671718,-0.301596768954049,2336735
0.001462023812571,0.578074355957891,2339674
-0.0894585781252893,-0.66292776570953,2340155
-0.230124345428062,-0.169866947624686,2340322
-0.196784794970077,0.518970542293535,2350037
-0.184795081847355,0.599967028756204,2352038
-0.513255245867419,0.0953554414689935,2359944
-0.0179755331373505,0.337317628087286,2381907
-0.239222718547571,0.518970542293535,2393207
-0.0813810721612562,0.518970542293535,2395415
-0.0845089192706205,-0.216624580301526,2395943
-0.126972879485874,0.0953554414689935,2401405
-0.146380011100986,0.245308349151353,2405144
0.512299662572057,0.518970542293535,2414406
-0.064118466732689,-1.99903928499267,2419459
-0.192109571425794,0.518970542293535,2425694
-0.179041331304774,0.518970542293535,2426863
0.216545139141538,0.118677257801322,2430773
-0.149485974579701,-0.929440343623936,2439458
-0.245805879911103,0.518970542293535,2443354
-0.150454796953373,0.518970542293535,2445526
-0.155641902306413,-0.560302695398515,2448298
-0.22421796793072,0.518970542293535,2453577
-0.229410583318971,0.518970542293535,2474709
-0.0862431203818864,0.206540774597165,2480056
0.0726411367940481,0.567101652667508,2480330
-0.225334825788942,0.37297534231974,2487135
-0.149961224266972,0.518970542293535,2488660
-0.155641361136881,0.46637786489651,2490180
-0.165322968417794,1.03853885419994,2493534
-0.199226803399478,0.36520171834746,2498991
-0.196873069577003,0.506155233546531,2500377
-0.0930659919783667,0.518970542293535,2504802
0.107537880036591,0.234556565069023,2510402
-0.127047789090702,0.518970542293535,2520618
-0.171780430678533,0.282353098838991,2559453
-0.293824218540815,-0.788255054775922,277752
-0.629311824687093,0.397336781725115,308862
2.68375271688197,-0.173336725940687,58325
0.166830106711782,0.506927276778099,92173
0.512213909297894,0.216100222068094,923666
-0.117827877060384,0.67395794853887,965005
-0.0463084862680491,0.518970542293535,983079
