"lemd_ptv4_original_gldm_LargeDependenceLowGrayLevelEmphasis_235","lemd_ptv4_wavelet.LHH_glcm_ClusterShade_229","sub"
-0.0845913169984342,0.525310870038253,1889409
-0.145967344295858,-0.0496848683795688,1938561
-0.165407506427026,-0.110744665383597,2055667
-0.0878810904393233,6.46318860496899,2176784
-0.162742755441013,0.822304978142929,923666
0.353786756236215,-0.0316307302858131,2086044
0.112113632903726,0.665946300762051,2078198
-0.157968283331219,-0.802719347500822,1501387
-0.15577921735124,0.0870054722089103,1518948
-0.134277666035558,-0.116016682632376,1606693
-0.14433843006188,-0.221305397180052,2305115
-0.140409664254255,4.89678893034958,2237571
-0.158554191270006,-0.0692110280240083,2285214
-0.169259723601502,-0.276856227861479,2426863
-0.165565372070441,-0.181371700328829,1979422
-0.156722159189944,-0.0365230835404959,2480056
-0.167174875163821,-0.059451783650329,1668599
-0.16391587574733,-0.339690138005896,2339674
-0.135110605360093,-0.221832331956534,2133204
-0.169681718752397,-0.0732375413885568,2294852
-0.0888797235564593,-0.26059515717559,2445526
-0.162227778276092,-0.867009755273418,2200416
-0.167608144061161,-0.097886253413686,2168082
-0.161015034512987,-0.070895792807404,2075846
-0.169649165853375,-0.106612088193215,215131
-0.156217359993111,1.39294914415666,2274521
-0.152734722709392,-0.0539559569612338,277752
-0.168735963429406,-0.0260172339434153,2078899
-0.135419638346466,-0.167701263634855,2172217
0.0386127647074889,-1.84159858008475,1614566
-0.161499503151798,0.068896635224766,2100050
-0.146045640956579,-0.0995740815517608,2183291
-0.0157055437645508,-3.6712883538755,2336735
-0.156870903396364,-0.458863162223281,2352038
-0.166574652895732,-0.897529494681643,2305114
-0.166453160914821,-0.0189967007683259,2448298
-0.14768065386239,1.55189965267891,1329352
-0.134726654358501,-0.19832836186187,1183075
-0.152097360521066,0.160930089060203,2110540
-0.136412671672585,0.0259424056102664,2070958
-0.160760447169291,0.114221384543132,2340155
-0.15755136873801,-0.0828572114920512,2075832
-0.128754746093226,0.555197753913295,2498991
-0.154978919832401,0.0713097744126175,1919296
-0.166232091977969,-0.149655719466466,2401405
-0.147436137687279,-0.0633223310244758,1644034
-0.161453292905935,-0.174002907341171,2405144
-0.109338116226694,-0.0815335046518331,2158329
-0.162790780658134,-0.193205078133794,2319068
-0.150312505947224,-0.51356517283973,2504802
-0.146353992536531,0.0217914347711325,2331869
-0.168418107846929,-0.637256946458483,2317120
-0.0962167270682997,0.0135001771176544,2072215
0.803260305220952,-0.37502468463238,2228400
-0.150914613197288,0.151793896072942,2145166
-0.164072480755008,1.19388058800288,1692385
-0.159773549752494,-0.396645566703243,2109902
-0.118917089975368,1.93420786829395,2219842
1.87715230327565,0.206602376041753,2520618
-0.158233871509189,-0.253493936257859,2419459
-0.164196227734143,-0.0245916154190659,2276121
-0.171176923724303,-0.216338575143189,2350037
-0.149544999218537,0.422627163907862,2001182
0.05372978214336,0.588832551793691,2278618
-0.166965180826854,-0.859095521916028,1740845
-0.167065597291678,0.290904527467465,2321962
-0.163495429808646,0.595632765673185,2212664
-0.163522029186974,0.610231838833097,2453577
0.136559965555299,0.19459731163329,2224150
-0.138346459499284,-0.104032444361965,1967281
-0.137147498374683,0.230634632086132,1742294
0.042917390023938,-0.198447475555285,2488660
-0.132333615913278,-0.113929166949359,2085349
-0.160161904579873,0.0752161895728589,2247869
-0.161240240121254,-0.269233234909173,2157529
-0.0651284370229911,-0.255332954296688,2119177
-0.0998904999259018,0.136755427509511,2010554
-0.165161205485519,-0.294148819660966,2493534
-0.166382648528074,0.046254925385204,2200813
-0.168780767028538,-0.0763962629924971,2116787
-0.166562370252893,-0.322946009651292,2267382
-0.107185804162391,-0.336113134600525,1181124
-0.162515036593233,-0.345168914314331,2137799
-0.165963038372939,-0.13208469411081,1458656
-0.106299160502415,0.934828357907564,2269346
-0.115446857131234,-0.139453025338549,2092954
-0.163284417780796,0.037427787956808,2007309
-0.0788132001558712,-1.42490000576426,1671370
-0.159523040598097,-0.662804409880679,1154608
