"letd_prp_logarithm_firstorder_Minimum_250","letd_prp_log.sigma.2.0.mm.3D_glcm_Imc2_237","sub"
-0.591701803079119,-0.381328468172982,2336735
-0.31888764042642,0.333130901833826,2352038
0.347974252063234,0.11175177662052,2305114
-0.495372652054887,0.271981133693061,2448298
-0.0603286126452868,0.387214633362344,1329352
1.46759925016646,0.386684044681743,1183075
0.100371507772999,0.476601242458999,2110540
-0.150468700968041,0.147090785671834,2070958
-1.14666619798816,0.0884696275627892,2340155
-0.644796372264827,-0.0266327325495162,2075832
0.265409040484882,0.504566913301638,2498991
0.16230165895062,0.548649423007394,1919296
0.174289757995189,-0.0835556509322787,2401405
0.0498299722801847,0.511358876954569,1644034
-0.666703972874667,-1.3116839304781,2405144
-0.0118021503699861,0.253965596277789,2158329
-1.16050173068532,-2.09692265310603,2319068
0.828314915956711,0.184628943584943,2504802
0.170677836053431,-0.140444472770255,2331869
-0.539017169660945,-0.488423649393929,2317120
0.729698647332869,0.193565715915158,2072215
-3.94862609185489,0.00360499188500099,2228400
1.08450081112,0.515862402051731,2145166
0.567864481032319,0.547782066783244,1692385
-0.384460808969557,-0.556522360526387,2109902
-1.76197526965319,-0.366958533387139,2219842
0.0694530789155435,0.331666977634558,2520618
0.925588955824581,0.107210289054607,2419459
-3.03215404309193,-0.559831788052822,2276121
0.93508405180352,-3.50276608882341,2350037
0.393992343879551,0.107485839537559,2001182
1.60891441656214,0.556863909853811,2278618
0.333913547267056,-0.832564884690465,1740845
0.227826752669741,-0.10151343958754,2321962
0.533414549818657,0.490061079397708,2212664
-0.509243121137736,0.381220465699434,2453577
-0.00517881376372864,0.248561148182249,2224150
-0.425055343371841,0.282782322316291,1967281
0.917802648885747,0.463541111335848,1742294
-0.785600743891239,-0.618548699936797,2488660
0.505608643185728,0.401651559084189,2085349
0.737994818477134,0.151350667624425,2247869
-2.65408947689633,0.40072664916455,2157529
0.328984579957762,0.445670851086753,2119177
0.906992282591617,0.513582172686818,2010554
-0.446807494463155,-0.752830813257776,2493534
-0.330102744386012,-0.887353076746839,2200813
0.703930211384269,-0.197926314658904,2116787
0.0277446817543173,0.479844270612285,1154608
-0.501135599560808,0.242886783340083,2267382
0.565936507827842,0.416803057987525,1181124
0.719592373937962,0.420759759441639,2137799
-0.241444152929596,-0.540775515096634,1458656
0.492310745446728,0.471054905316587,2269346
-0.823337937602895,0.150174473379035,2092954
-0.918217384489806,-0.157123495385659,2007309
0.0616644587365621,0.413025959632135,1671370
