"letd_prp_lbp.3D.m2_firstorder_Range_236","letd_prp_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_228","sub"
0.544456094643397,-1.24351463904214,1966316
0.463629022195304,0.188440670959704,1973544
0.544456094643397,0.895181824349645,2010259
0.233371381848912,0.197245339277563,2145694
0.557834116996548,0.754778094403187,965005
0.303192269235073,0.788935249793799,2096627
-0.467499173479046,0.0780426021568375,2047354
-1.21669683994357,-0.0508029759096242,1364384
0.512120029976493,-0.55166671073418,2244172
-0.0250514620581528,1.09814351165537,2132982
0.159458584649425,0.715040692416686,2134220
0.544456094643397,-0.0701266362598744,1889409
0.551009543660428,-0.145878123036565,1938561
-0.147504708248736,-1.74608015878373,2055667
-1.03267774261542,-0.346566750030361,2176784
0.713965709520093,0.105859909682163,923666
0.310161237034369,-0.436090235415032,2086044
0.697349639740846,-0.368379968496613,2078198
-0.682006148065312,0.644090135004505,1501387
0.576550306016253,1.85283042557502,1518948
0.82202808376152,0.349913311504827,1606693
0.544456094643397,-0.282708890818607,2305115
0.409246872559066,0.434784729785611,2237571
-0.100267072767904,0.142826846622873,2285214
0.544456094643397,0.423526147861658,2426863
-0.736291993132905,-0.909139034819566,1979422
0.544456094643397,1.12638879096066,2480056
0.216765799388071,0.93530219132632,1668599
0.744805947101461,0.249252578266465,2339674
0.400324395478599,-0.103373925136884,2133204
0.544456094643397,0.00931203179081726,2294852
0.544456094643397,0.302594351501844,2445526
-0.172008678693862,0.459857320606633,2200416
-8.43081775768662,-6.20795195381128,2168082
0.500706472213314,-0.270704471187888,2075846
-0.744371867928721,0.753775313829688,215131
0.544456094643397,0.377109704361683,2274521
-0.466016313386612,-1.74438416677089,277752
0.544456094643397,0.582111860429731,2078899
0.392885874527022,-0.62179356712479,2172217
0.54318327325121,-0.844919282661101,1614566
0.544456094643397,0.383375715585689,2100050
0.544456094643397,0.289749547509034,2183291
-0.06851085535336,-0.0137647599806832,2336735
-0.625633944761551,-0.130597138582358,2352038
-0.0933002920896763,0.528256235656394,2305114
0.536425548369515,0.0734040849873292,2448298
-0.136754998961072,0.527140746132038,1329352
-0.799673903126083,0.250503497034823,1183075
0.268375277135613,-0.443978514880214,2110540
0.145361099068318,-0.303438188199276,2070958
0.531122883686311,-0.179692341573615,2340155
0.409963022250865,-0.546160104319976,2075832
0.0594952999422342,-0.317265806718839,2498991
-0.351477383349133,-0.689681994464878,1919296
-0.340356337640151,0.170682347158398,2401405
0.0365620395428548,-2.70225546768516,1644034
0.544456094643397,0.720545430866072,2405144
0.0724337633202222,-0.0774063247771474,2158329
-0.136551350410381,-0.34809993894588,2319068
-5.32850077176498,-4.69315802230928,2504802
0.288124715208834,0.358421162618383,2331869
0.0192965804061971,0.657573108960163,2317120
0.17121662727265,0.365840453080512,2072215
0.544456094643397,-0.994915579678591,2228400
-0.807887186617398,-0.0945751290137174,2145166
-0.605918369371937,-0.168143352643165,1692385
0.544456094643397,0.545208370705421,2109902
0.544456094643397,1.64378221561952,2219842
0.544456094643397,0.106314313072757,2520618
-1.49583827198511,1.26993189066931,2419459
0.576690529703916,-1.34481124643493,2276121
-0.111644470666123,0.410596517619656,2350037
0.544456094643397,0.628151482167693,2001182
0.113389416614987,-0.224544910635998,2278618
0.229004401829048,1.09976500443153,1740845
-0.904882129779776,1.4337193740069,2321962
-0.826483583017003,0.442811348117918,2212664
0.0698017853147627,0.433515669353196,2453577
-0.423676336983735,-0.46164939064262,2224150
-0.909433513657127,-1.30309464390417,1967281
-1.51137327111186,0.305251469127516,1742294
-0.539074875612585,-1.13543798850572,2488660
-0.0443749815814157,0.0739767888871005,2085349
-0.519619785508164,1.15530415777723,2247869
0.533748076816583,-1.05473807366128,2157529
0.280292969821844,-0.895861493037239,2119177
0.665831190252416,-0.0017943231716373,2010554
0.544456094643397,-0.376444051683885,2493534
-1.94679266707751,-0.800386879715223,2200813
0.544456094643397,0.680685148074392,2116787
0.206687617663997,-0.0286591214926296,1154608
0.544456094643397,1.19815018699948,2267382
-0.524109642741279,0.184794285928437,1181124
0.357901227079964,0.799025110419414,2137799
0.544456094643397,0.30214001611194,1458656
0.544456094643397,-0.156544136705041,2269346
0.544341794510479,-1.13284838879466,2092954
-0.792073481409589,-0.130111619160683,2007309
0.544456094643397,1.19775048187775,1671370
