"mkm6d_ctvper_wavelet.HHL_glcm_Imc1_244","mkm6d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_230","sub"
-1.09259224797609,-0.113318534542115,2250648
0.559621831215497,-0.122121856272365,2250836
0.338634223530251,-0.069975845619089,2267382
-1.12531022156719,-0.123148864278894,2269346
-1.26161279215265,-0.1239584169627,2271329
1.11635610305714,-0.116333891783249,2274521
0.925879667128453,-0.120675342588719,2276121
-0.37717868700861,-0.123398765898072,2278618
0.26380017870031,-0.124120143672015,2285214
1.31067575705975,-0.115159048327712,2286108
0.72324557417365,-0.12251790171367,2293123
0.147009535364844,0.0334611660516027,2294852
-0.622279307143579,-0.0951853281310557,2294873
0.824882139165484,0.297070838681397,2296332
0.811835895831214,-0.11947053257324,2305114
0.233018830790397,-0.123876841674764,2305115
0.325987336659048,-0.122052867439181,2306459
0.0117360108832871,-0.0711081364162106,2306893
0.674666907495418,-0.112136009163523,2317120
1.27091285806975,-0.0977355223039694,2319068
0.611625084889969,-0.12398787760293,2321962
1.41716389604058,0.0121987570713672,2331869
0.598365652557607,-0.00797949741355738,2336735
0.771963516457646,-0.11271504044797,2339674
1.26664577282157,-0.11954612998068,2340155
4.43745065881388e-05,-0.124134288395387,2340322
0.500151816953759,-0.123801547756962,2350037
0.0734036766562677,-0.123509613872209,2352038
0.127463703799871,13.4104619564759,2359944
0.833415805139144,2.74389005003117,2381907
-0.253078655770093,-0.122209444602989,2393207
0.670172724801238,-0.120823633462962,2395415
0.819936289374597,0.0130943422259255,2395943
0.665978997634945,-0.103455301211701,2401405
0.806413211191028,-0.116329118743355,2405144
0.412506644091115,-0.123099608652618,2414406
0.657476433190709,-0.121321870796047,2419459
0.77806977594489,-0.123543942602768,2425694
1.02271273797473,0.0285968838803492,2426863
0.311168022953033,-0.116608339025778,2430773
0.0520284500650741,-0.117498854638954,2439458
0.560519509083565,-0.122602274136048,2443354
0.523393884845081,-0.121187841359094,2445526
0.536163251163109,-0.122735141366261,2448298
0.408690548757124,-0.123693771952395,2453577
-0.0183254614489945,-0.122005081779507,2474709
-0.409760616972066,-0.103864083574383,2480056
0.526683872351998,-0.107156189630116,2480330
0.418382787562419,-0.123442112034566,2487135
1.07899912402891,-0.122518479567573,2488660
0.882407345972867,-0.120642356169627,2490180
0.475103842434561,-0.123368770299018,2493534
0.164422712128736,-0.121934881229057,2498991
0.000133414949165351,-0.123828957793282,2500377
-0.470670756721145,-0.110109906413287,2504802
0.724733447877598,-0.122221517829039,2510402
0.40503960192426,-0.123579909853351,2520618
0.622582643446128,-0.121614413825631,2559453
-2.33079618570177,-0.101577884109607,277752
0.642863402161671,-0.00750223059217143,308862
1.1530470349876,-0.123528003706895,58325
0.515739175548409,-0.079092335925383,92173
0.43569412416971,-0.0591251830187054,923666
0.251283370321194,-0.110671613396309,965005
0.641349623372394,-0.118526509391081,983079
