"letd_ctv_wavelet.HLL_glcm_MaximumProbability_465","letd_ctv_original_shape_Sphericity_426","sub"
-0.710113039045252,-1.01731551289506,2339674
-0.721596168626973,-0.420223865173836,2133204
-0.0906934214469018,0.497405860981688,2294852
-0.480181883544411,0.225810877734399,2445526
-0.337956998623361,-0.3519264694497,2200416
1.29198932603681,1.30519295504671,2168082
-0.270805596182965,-0.0513933146858051,2075846
-0.455267000127101,0.804795701983483,215131
1.19644394802066,-0.254866655139231,2274521
1.90390533865666,1.48353381393137,277752
-1.28352359556001,-0.132851150617698,2078899
0.377357627343102,0.368252291460186,2172217
-0.0604771601825944,-0.361292432301398,1614566
-0.700181898662572,-0.0457797898550831,2100050
-0.252836462275739,-0.383709296694775,2183291
2.89128070437471,1.09376056557375,2336735
-0.474328209016675,-0.595211790012178,2352038
0.195326759866381,0.0136111879985216,2305114
-0.221951663909059,-0.223040943689555,2448298
-0.34309011412587,-1.44364209971063,1329352
-0.429289477433492,0.589328838638447,1183075
-0.414557579677715,-1.34276297093944,2110540
0.243323869963789,-0.0734483552509792,2070958
0.354466917240088,0.476630687897914,2340155
0.265848306508524,0.586432514072339,2075832
0.566363382365776,-3.6765837165261,2498991
0.337323863456243,1.66818684048951,1919296
-0.429823430930627,-0.389438215268381,2401405
-0.433654077192653,-0.528148299195385,1644034
-0.690752776533344,-1.09806819904454,2405144
-0.222336500177875,-2.72984480570978,2158329
-0.776802954484389,-1.1503065375812,2319068
0.733286555526284,1.18169002124014,2504802
-0.0620627646457761,0.726716016430446,2331869
-0.539616943331269,0.427381974470523,2317120
-0.467768874289943,0.954084172177383,2072215
-0.253248525512014,1.49197694772418,2228400
0.278258895596567,0.729183744844541,2145166
0.623395718682635,0.889063357115571,1692385
-0.55972475580557,0.256704523917942,2109902
6.40028518668176,-0.159018506860755,2219842
-0.471906417566749,-0.800650093960849,2520618
-0.529978855648147,1.04276367977413,2419459
0.15322512044651,0.558266398962641,2276121
-0.605379086819927,0.492252832000332,2350037
-0.80613719431357,-1.65869683113321,2001182
0.335200892547293,-0.409157657272073,2278618
-0.883229112878429,-1.34812346248163,1740845
-1.05799415092426,0.277333539026548,2321962
-0.597124151781854,0.0395921135138708,2212664
0.0222523587674567,-1.7677446627099,2453577
0.896443760162711,-0.64421419603961,2224150
0.536068064886684,0.791441866992642,1967281
-0.311316125564059,0.240743224413719,1742294
-0.527667823296698,0.624256071890944,2488660
-0.793008722132304,-0.178366953029719,2085349
-0.87126534694958,1.25373509021504,2247869
1.30775122758076,1.44582037404795,2157529
-0.473310503752526,-1.4497673801157,2119177
-0.546254706420971,-1.06892798307143,2010554
-0.426010504311828,-1.53534243441529,2493534
-0.00469430703331513,-0.0432506303309434,2200813
-0.808296063865556,0.150695226543739,2116787
0.610598606359921,-0.305565190736653,1154608
-0.596343484207668,0.604260009045313,2267382
-0.572957666489848,0.594411557584191,1181124
-0.386178625486591,0.171381426378923,2137799
-1.01028583191807,-1.30959498011922,1458656
-0.605002006433902,0.543311488470333,2269346
0.0633399086871426,-1.08024898267773,2092954
-0.479114153324187,0.574422689750629,2007309
-0.483121001819993,0.120430284106091,1671370
