"lemd_ptv_wavelet.LHL_gldm_SmallDependenceLowGrayLevelEmphasis_249","lemd_ptv_wavelet.HLL_firstorder_TotalEnergy_242","sub"
-0.622232184450208,0.121505423733347,1738800
-0.262332521919522,1.00893930684238,1565177
1.01691536518404,-0.800024013639308,1978972
-0.621069168532181,0.670734702048102,2487135
-0.857224921436092,-0.692556986847834,1612262
-0.322486362597822,-0.791132066248927,2051378
0.871246302395681,-0.667361778441311,1497807
-0.480176036643529,-0.500724311731664,2026671
-0.972342850745078,5.45578706790774,2340322
-0.708205006951218,3.27017198704723,2293123
-0.906828595076249,1.59263013647165,2395415
0.481422201146892,-0.83606237447977,1966316
2.3263371429792,-0.833534505960317,1973544
-0.643746042629365,-0.175837103072246,2010259
-0.144633159667676,-0.701160733941456,2145694
-0.574281782147551,-0.427943589674463,965005
-0.241109297979691,0.0707582148531419,2096627
1.70437570944031,-0.817640356548544,2047354
3.98625691546211,-0.782379839754501,1364384
-0.376653039844623,-0.0745096849088209,2244172
-0.862800513687808,-0.0584504171987517,2132982
-0.527816655007113,-0.484178186133168,2134220
-0.82638871588311,0.351673470110264,1889409
-0.180642581250244,-0.45386143750122,1938561
-0.606837686982769,-0.663293945416728,2055667
2.65803189878306,-0.885612577626233,2176784
-0.874350036386898,-0.227417595675359,923666
-0.609335915255284,0.114207999497718,2086044
-1.00735007307355,1.03140129274098,2078198
-0.132713374259641,1.278270310051,1501387
0.828714698163242,-0.841879468818671,1518948
-0.835877909370429,-0.324389713624643,1606693
-0.517148995010956,1.72527331268254,2305115
-0.784795863219432,-0.191905135246216,2237571
-0.839815210929045,2.53136270701875,2285214
-1.04244286962038,0.472525754924081,2426863
-0.550327521639554,-0.814750577338861,1979422
0.15128058345896,-0.717266915697791,2480056
-0.389186004088095,-0.718687290047282,1668599
-0.966729503993325,0.657894106216443,2339674
-0.481087642963478,-0.0575541994273944,2133204
-0.864500105671812,4.11733754043059,2294852
-0.92426814002044,1.41476879537701,2445526
0.374990063836148,-0.748645686718764,2200416
0.292318075176277,-0.934351389636466,2168082
-0.696045040448875,0.367188618569132,2075846
-0.359339131015581,-0.760196310104589,215131
-0.633934662620584,-0.442275619602748,2274521
3.57954463170701,-0.795426776526935,277752
-0.768622082210825,3.12580967678731,2078899
0.732445575034015,-0.852329593043291,2172217
-0.196297458080595,-0.502245997262418,1614566
0.635081858273857,-0.809405869138733,2100050
-0.620333788056124,-0.313570635282133,2183291
1.37932150364635,-0.594432762939702,2336735
-0.574844648076042,0.978583385376683,2352038
-0.100361820252906,-0.817590391258204,2305114
-0.0922304087076852,-0.0516973217858957,2448298
0.80818685130651,-0.449962766733358,1329352
1.43432788992519,-0.709420266557446,1183075
0.0165083048158707,-0.34604257805977,2110540
-0.507496568335505,-0.768022464882761,2070958
-0.616080389163698,0.392085271031271,2340155
-0.485852535448656,-0.117959888158993,2075832
-0.0327153351527726,-0.235677113133794,2498991
1.22992574656713,-0.81938728097805,1919296
-0.430220067355317,-0.627201409672052,2401405
-0.57966857855929,-0.508461084662865,1644034
-0.669838608615171,-0.379733453395964,2405144
-0.37287153956817,-0.346387344460799,2158329
-0.714266442880788,-0.147302659423956,2319068
1.86009009732332,-0.772125145849974,2504802
-0.835549503493471,0.376029613877674,2331869
-0.965908239841815,0.225025818524343,2317120
0.100248053640963,-0.857377963802215,2072215
0.155947922927484,-0.249257605975037,2228400
1.45492683680291,-0.865207538898411,2145166
0.817274366779876,-0.711863952079154,1692385
-0.216876964947796,0.0286690715331741,2109902
1.56731401376311,-0.3108636269008,2219842
-0.726030948770985,1.41231452506822,2520618
-0.273419051525384,-0.713064164339399,2419459
-0.655219714633017,0.265485042104279,2276121
0.394726461805274,-0.718957231017697,2350037
-0.711444244744669,1.50877620228988,2001182
0.516805273552479,0.275649692226786,2278618
-0.827007578502466,0.960789178030641,1740845
-0.49252311251713,2.38186066340061,2321962
-0.382550299435069,0.282666679110077,2212664
-0.239953419100692,-0.345173149584195,2453577
-0.886927027364518,0.346164604797802,2224150
0.142622924441087,-0.324971614775372,1967281
1.27778452406205,-0.580220434871967,1742294
-0.64298833982964,-0.433659579831821,2488660
-0.414283077745344,-0.364876272646982,2085349
0.33898883409919,0.295659844633779,2247869
2.18060317774412,-0.719329579689919,2157529
-0.623832709931146,0.259128106286226,2119177
0.172693462093404,0.621734752193229,2010554
-0.939651416107624,1.01860952970241,2493534
-0.450991542260369,-0.827883877408812,2200813
-0.593542007195746,-0.63326160446288,2116787
1.42788316818347,-0.496482935778389,1154608
-0.376585240713633,-0.555393555399758,2267382
-0.745097094878946,1.03502526300256,1181124
-0.346213237412451,0.667517166593334,2137799
-0.453074037976965,1.56725601368039,1458656
-0.796058700338873,1.00254234391906,2269346
-0.635022361540508,-0.760282101509804,2092954
-0.627891413960685,0.357791831956365,2007309
-0.112875517939212,-0.176923501192707,1671370
