"lemd_prc_log.sigma.3.0.mm.3D_glcm_Idmn_232","lemd_prc_log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis_232","sub"
0.374424588536226,-0.458181633569513,2110540
0.386369600370618,-0.39795355622332,2070958
0.0462758373880066,-0.394695063031741,2340155
0.657627690276681,0.355810773019507,2075832
0.335493110904551,-0.587931557359807,2498991
-1.25057046402658,0.801873166041348,1919296
0.315368585955164,-0.708688155444939,2401405
-0.0509864665055281,-0.164282327451306,1644034
0.892950489595654,-0.675495536219725,2405144
0.00475760860821052,-0.320233923650261,2158329
1.27684831720248,-0.802913804126765,2319068
-4.05637809939973,0.328106130045977,2504802
1.41790667221378,-0.94021757775415,2331869
1.29742642948511,-0.887673510811961,2317120
-0.771238059243192,1.0854618228238,2072215
-1.39953728169625,0.119016746198314,2228400
-1.69299059358873,0.84233595362713,2145166
-0.929412193343261,1.47786892147578,1692385
0.342240244309754,-0.346157203805816,2109902
-0.995064988645348,-0.674746508625556,2219842
1.20963019801111,-0.869446048529859,2520618
-1.65190173820305,-0.593965210182569,2419459
0.260730573583913,-0.69819235202961,2276121
0.483888702388968,-0.396667900495292,2350037
1.17181898755969,-0.722780231307841,2001182
0.211578800080384,0.514317826767939,2278618
0.641465415135823,-0.736827809394564,1740845
-0.0994956822913458,-0.766546764246757,2321962
0.0726967754628159,-0.0145386705230927,2212664
0.516075221079365,-0.650351895715116,2453577
1.32750777589708,-0.721631872254312,2224150
-0.347680583353215,0.722586209446346,1967281
-0.558064693064918,0.427668987530898,1742294
0.775735795344772,-0.511904361583593,2488660
0.135777967859814,-0.509709241989793,2085349
0.213078314815204,0.0325881052172554,2247869
-2.65278282218141,2.45790893580464,2157529
1.01614198457732,-0.774285415731505,2119177
0.61752752547091,-0.288018096451063,2010554
1.01591827686415,-0.836765138930044,2493534
-0.854555104315786,-0.282171794271863,2200813
0.330083963573702,-0.343274169843987,2116787
0.437897918261203,0.0675690486300927,1154608
0.482853325924393,-0.391809693802311,2267382
0.749864972875974,-0.42847448710571,1181124
0.423311482120581,-0.333152328758101,2137799
1.05970824834083,-0.528327783659604,1458656
0.750430553385758,-0.611883494329418,2269346
-0.186004525287176,0.0919426759625193,2092954
0.0856501732142001,0.266275636002946,2007309
-1.12492465174685,-0.246999042753318,1671370
